,words,emotions
2969,peculiar,power
2970,pedant,power
2971,pedestrian,weakness
2972,peerless,power
2973,peev,power
2974,peevish,power
2975,penal,power
2976,penalti,weakness
2977,penanc,sadness
2978,penchant,happiness
2979,penetr,power
2980,penit,sadness
2981,penitenti,sadness
2982,pep_up,happiness
2983,percept,power
2984,perfect,power
2985,perfidi,power
2986,perfid,power
2987,perfunctori,power
2988,peril,weakness
2989,peripher,weakness
2990,perish,power
2991,perki,happiness
2992,permiss,weakness
2993,pernici,power
2994,perplex,power
2995,persecut,power
2996,persever,power
2997,persist,weakness
2998,personag,weakness
2999,person,power
3000,perspicu,power
3001,persuad,power
3002,persuas,power
3003,pertinaci,power
3004,pertinac,power
3005,pertin,weakness
3006,perturb,power
3007,pervas,power
3008,pervers,power
3009,pervert,power
3010,peski,anger
3011,pessim,power
3012,pessimist,power
3013,pest,power
3014,pester,anger
3015,pestif,anger
3016,pestifer,anger
3017,pestil,power
3018,petrifi,power
3019,pettifog,power
3020,petti,power
3021,phenomen,power
3022,phobia,fear
3023,phobic,fear
3024,phoni,power
3025,pick_up,happiness
3026,picki,power
3027,picturesqu,power
3028,pieti,weakness
3029,pillag,power
3030,pillar,power
3031,pillori,power
3032,pinch,weakness
3033,pine,power
3034,pinnacl,power
3035,pious,power
3036,piqu,weakness
3037,piss,anger
3038,piteous,sadness
3039,pithi,power
3040,piti,sadness
3041,pitiabl,power
3042,pitiless,fear
3043,pittanc,power
3044,placat,power
3045,placid,weakness
3046,plagiar,power
3047,plagu,weakness
3048,plaguey,anger
3049,plaguy,anger
3050,plain,power
3051,plaintiv,sadness
3052,plausibl,power
3053,play,power
3054,playth,power
3055,plea,power
3056,plead,power
3057,pleasant,weakness
3058,pleas,power
3059,pleasur,power
3060,plebeian,power
3061,pledg,power
3062,plenti,power
3063,plight,power
3064,plot,power
3065,plotter,power
3066,ploy,power
3067,plunder,power
3068,plush,power
3069,poetic,power
3070,poignant,power
3071,pointless,weakness
3072,pois,power
3073,poison,weakness
3074,polaris,power
3075,polem,power
3076,polish,weakness
3077,polit,weakness
3078,pollut,power
3079,polut,weakness
3080,pompous,power
3081,poor,power
3082,popular,weakness
3083,portabl,weakness
3084,posh,power
3085,posit,power
3086,poster,weakness
3087,postur,power
3088,potent,power
3089,potenti,weakness
3090,pout,power
3091,poverti,power
3092,power,power
3093,powerless,weakness
3094,practic,weakness
3095,pragmat,power
3096,prais,power
3097,praiseworthili,happiness
3098,praiseworthi,power
3099,prate,power
3100,pratfal,power
3101,prattl,power
3102,preach,power
3103,precari,weakness
3104,precaut,power
3105,preced,weakness
3106,precious,power
3107,precipit,power
3108,precis,weakness
3109,predatori,weakness
3110,predica,power
3111,predilect,happiness
3112,preemin,weakness
3113,preemptiv,weakness
3114,preen,happiness
3115,prefer,power
3116,prehensil,anger
3117,prejudg,power
3118,prejudic,power
3119,prejudici,power
3120,premedit,power
3121,premier,weakness
3122,premium,weakness
3123,premonit,fear
3124,preoccupi,weakness
3125,prepar,weakness
3126,preponder,power
3127,preposter,power
3128,presag,fear
3129,presenti,fear
3130,press,power
3131,prestig,power
3132,prestigi,weakness
3133,presum,power
3134,presumptu,power
3135,pretenc,power
3136,pretend,power
3137,pretens,power
3138,pretenti,power
3139,prettili,power
3140,pretti,power
3141,prevar,power
3142,priceless,power
3143,pricey,weakness
3144,prickl,power
3145,pride,power
3146,primit,weakness
3147,principl,weakness
3148,prison,weakness
3149,privileg,power
3150,prize,power
3151,pro,weakness
3152,proactiv,power
3153,proamerican,power
3154,probeij,power
3155,problem,weakness
3156,problemat,power
3157,procrastin,power
3158,procuba,power
3159,prodigi,power
3160,product,weakness
3161,profan,power
3162,profess,power
3163,profici,power
3164,profit,weakness
3165,profound,power
3166,profus,power
3167,progress,weakness
3168,prohibit,weakness
3169,prolif,weakness
3170,promin,weakness
3171,promis,power
3172,promot,power
3173,prompt,weakness
3174,propaganda,power
3175,propagand,power
3176,propeac,power
3177,proper,weakness
3178,propiti,power
3179,proscript,power
3180,prosecut,power
3181,prospect,weakness
3182,prosper,weakness
3183,protect,happiness
3184,protector,power
3185,protest,weakness
3186,protract,weakness
3187,proud,happiness
3188,provid,power
3189,provoc,power
3190,provok,anger
3191,prowess,power
3192,prudenc,weakness
3193,prudent,power
3194,pri,weakness
3195,pugnaci,power
3196,pugnac,power
3197,punch,power
3198,punctual,power
3199,pundit,power
3200,punish,weakness
3201,punit,weakness
3202,puni,power
3203,puppet,power
3204,puppy_lov,happiness
3205,pure,weakness
3206,purif,weakness
3207,purifi,weakness
3208,puriti,weakness
3209,purpos,power
3210,puzzl,power
3211,puzzlement,power
3212,quack,power
3213,quaint,power
3214,qualifi,weakness
3215,qualm,power
3216,quandari,power
3217,quarrel,power
3218,quarrelsom,power
3219,quash,power
3220,quasial,power
3221,queasi,disgust
3222,queer,weakness
3223,quench,weakness
3224,question,power
3225,quibbl,power
3226,quick_temp,anger
3227,quicken,power
3228,quit,weakness
3229,quitter,power
3230,racism,weakness
3231,racist,power
3232,rack,power
3233,radianc,power
3234,radiant,power
3235,radic,power
3236,rag,power
3237,rage,anger
3238,rail,power
3239,ralli,power
3240,rampag,power
3241,rampant,power
3242,ramshackl,power
3243,rancor,power
3244,rancour,anger
3245,rank,power
3246,rankl,power
3247,rant,power
3248,rapport,power
3249,rapproch,weakness
3250,rapt,power
3251,raptur,power
3252,rascal,power
3253,rash,power
3254,rat,weakness
3255,ration,power
3256,rattl,surprise
3257,ravag,power
3258,rave,power
3259,reactionari,power
3260,readili,weakness
3261,readi,weakness
3262,reaffirm,weakness
3263,real,weakness
3264,realist,power
3265,reason,weakness
3266,reassur,power
3267,rebelli,power
3268,rebuff,power
3269,rebuk,power
3270,recalcitr,power
3271,recant,power
3272,recept,power
3273,recess,weakness
3274,recessionari,weakness
3275,reckless,power
3276,reclaim,weakness
3277,recognit,weakness
3278,recoil,power
3279,recommend,power
3280,recompens,weakness
3281,reconcil,weakness
3282,reconcili,weakness
3283,reconquest,power
3284,recordset,weakness
3285,recours,weakness
3286,recov,weakness
3287,recreat,happiness
3288,rectif,power
3289,rectifi,power
3290,redeem,power
3291,redempt,power
3292,redund,weakness
3293,reestablish,weakness
3294,refin,weakness
3295,reform,weakness
3296,refresh,power
3297,refug,power
3298,refus,power
3299,refut,power
3300,regal,power
3301,regard,power
3302,regress,weakness
3303,regret,sadness
3304,regrett,sadness
3305,rehabilit,weakness
3306,reinforc,weakness
3307,reject,power
3308,rejoic,power
3309,relaps,weakness
3310,relax,weakness
3311,relent,power
3312,relentless,power
3313,relev,weakness
3314,reliabl,weakness
3315,relief,power
3316,reliev,weakness
3317,relish,power
3318,reluct,weakness
3319,remark,power
3320,remedi,weakness
3321,reminisc,power
3322,remor,sadness
3323,remors,power
3324,remorseless,power
3325,remuner,power
3326,renaiss,power
3327,renew,weakness
3328,renounc,power
3329,renov,weakness
3330,renown,power
3331,renunci,power
3332,repair,weakness
3333,repar,weakness
3334,repay,power
3335,repel,disgust
3336,repent,sadness
3337,repetit,weakness
3338,reprehens,power
3339,repress,weakness
3340,reprimand,power
3341,reproach,power
3342,reprov,power
3343,repudi,power
3344,repugn,disgust
3345,repul,disgust
3346,repuls,disgust
3347,reput,weakness
3348,rescu,weakness
3349,resent,anger
3350,reserv,weakness
3351,resign,weakness
3352,resili,weakness
3353,resist,weakness
3354,resolut,weakness
3355,resolv,weakness
3356,resound,power
3357,resourc,power
3358,respect,power
3359,respit,power
3360,resplend,power
3361,respons,weakness
3362,rest,weakness
3363,restless,weakness
3364,restor,weakness
3365,restraint,weakness
3366,restrict,weakness
3367,resurg,weakness
3368,retali,weakness
3369,retaliatori,weakness
3370,retard,weakness
3371,retic,power
3372,retir,weakness
3373,retract,weakness
3374,retreat,weakness
3375,reunit,weakness
3376,revel,weakness
3377,reveng,power
3378,rever,power
3379,revert,weakness
3380,revil,power
3381,revit,weakness
3382,reviv,weakness
3383,revok,weakness
3384,revolt,power
3385,revolut,weakness
3386,revul,disgust
3387,revuls,disgust
3388,reward,power
3389,rhapsod,weakness
3390,rhetor,power
3391,rich,power
3392,rid,power
3393,ridicul,power
3394,rife,power
3395,rift,power
3396,right,weakness
3397,righten,power
3398,righteous,power
3399,rigid,weakness
3400,rigor,weakness
3401,rile,power
3402,riotous,happiness
3403,ripe,weakness
3404,risk,weakness
3405,riskfre,weakness
3406,riski,weakness
3407,rival,weakness
3408,rivalri,weakness
3409,roadblock,power
3410,robust,weakness
3411,rocki,weakness
3412,rogu,power
3413,roil,anger
3414,rollercoast,power
3415,romant,power
3416,romantic,power
3417,rosi,power
3418,rot,weakness
3419,rotten,power
3420,rough,weakness
3421,rous,power
3422,rubbish,power
3423,rude,power
3424,rue,power
3425,rueful,sadness
3426,ruefulli,sadness
3427,ruffian,power
3428,ruffl,weakness
3429,ruin,weakness
3430,ruinous,weakness
3431,rumbl,power
3432,rumor,power
3433,rumour,power
3434,rumpl,power
3435,runaway,power
3436,rundown,power
3437,ruptur,weakness
3438,rush,happiness
3439,rusti,power
3440,ruth,sadness
3441,ruthless,power
3442,sabotag,power
3443,sacr,power
3444,sacrific,power
3445,sad,sadness
3446,sadden,sadness
3447,safe,weakness
3448,safeguard,power
3449,sag,weakness
3450,sagac,power
3451,sage,power
3452,saint,power
3453,saintli,power
3454,salabl,weakness
3455,salaci,power
3456,saliv,weakness
3457,salutari,power
3458,salut,power
3459,salvat,power
3460,sanctifi,power
3461,sanctimoni,power
3462,sanction,power
3463,sanctiti,power
3464,sanctuari,power
3465,sane,power
3466,sanguin,power
3467,saniti,power
3468,sap,power
3469,sarcasm,power
3470,sarcast,power
3471,sardon,power
3472,sass,power
3473,satiabl,happiness
3474,satir,power
3475,satisfact,power
3476,satisfactori,power
3477,satisfactorili,power
3478,satisfi,happiness
3479,savag,power
3480,savageri,power
3481,savor,weakness
3482,savvi,power
3483,scandal,power
3484,scant,weakness
3485,scapegoat,power
3486,scar,power
3487,scarc,power
3488,scarciti,weakness
3489,scare,power
3490,scare_away,fear
3491,scare_off,fear
3492,scarey,fear
3493,scari,power
3494,scarier,power
3495,scariest,power
3496,scarili,power
3497,scath,power
3498,scene,anger
3499,scenic,weakness
3500,schadenfreud,happiness
3501,scheme,power
3502,scoff,power
3503,scof,power
3504,scold,power
3505,scorch,power
3506,score,anger
3507,scorn,power
3508,scoundrel,power
3509,scourg,power
3510,scowl,power
3511,scream,happiness
3512,screech,power
3513,screw,weakness
3514,scrupl,power
3515,scrupul,power
3516,scum,power
3517,scummi,power
3518,seamless,power
3519,season,weakness
3520,secondclass,power
3521,secondti,weakness
3522,secret,weakness
3523,secur,weakness
3524,sedentari,weakness
3525,seduct,power
3526,see_r,anger
3527,seedi,power
3528,seeth,power
3529,select,weakness
3530,self-complac,happiness
3531,selfcoup,power
3532,selfcritic,power
3533,selfdef,weakness
3534,selfdestruct,power
3535,selfdetermin,power
3536,self-distrust,fear
3537,self-doubt,fear
3538,selfhumili,power
3539,selfinterest,power
3540,selfish,power
3541,self-piti,sadness
3542,self-reproach,sadness
3543,selfrespect,power
3544,self-satisfact,happiness
3545,selfsatisfact,power
3546,self-satisfi,happiness
3547,selfserv,power
3548,selfsuffici,weakness
3549,semblanc,weakness
3550,senil,power
3551,sensat,power
3552,sensation,power
3553,sensate,power
3554,sens,weakness
3555,senseless,power
3556,sensibl,power
3557,sensit,power
3558,sentiment,power
3559,seren,power
3560,serious,power
3561,sermon,power
3562,servitud,power
3563,settl,weakness
3564,setup,power
3565,sever,power
3566,sexi,power
3567,shabbi,power
3568,shadow,power
3569,shadowi,weakness
3570,shadi,power
3571,shake,weakness
3572,shaki,weakness
3573,shallow,weakness
3574,sham,power
3575,shambl,power
3576,shame,power
3577,shamefac,sadness
3578,shameless,power
3579,shark,power
3580,sharp,weakness
3581,sharpli,weakness
3582,shatter,power
3583,sheer,power
3584,shelter,weakness
3585,shi,power
3586,shield,weakness
3587,shimmer,power
3588,shine,weakness
3589,shini,power
3590,shipwreck,weakness
3591,shirk,power
3592,shirker,power
3593,shiver,power
3594,shiveri,fear
3595,shock,surprise
3596,shoddi,power
3597,short_temp,anger
3598,shortag,weakness
3599,shortchang,power
3600,shortcom,power
3601,shortliv,weakness
3602,shortsight,power
3603,shortsighted,power
3604,showdown,weakness
3605,shred,weakness
3606,shrew,power
3607,shrewd,power
3608,shriek,power
3609,shrill,power
3610,shrilli,power
3611,shrivel,power
3612,shroud,power
3613,shrug,weakness
3614,shudderi,fear
3615,shun,power
3616,shyli,power
3617,shyness,power
3618,sick,weakness
3619,sick_of,disgust
3620,sicken,power
3621,sickish,disgust
3622,sidetrack,power
3623,sieg,weakness
3624,signific,weakness
3625,signifi,weakness
3626,sillili,power
3627,silli,power
3628,simmer,power
3629,simpl,weakness
3630,simplic,power
3631,simplifi,weakness
3632,simplist,power
3633,sin,power
3634,sincer,weakness
3635,sinist,power
3636,sink,weakness
3637,skeleton,power
3638,skeptic,power
3639,sketchi,weakness
3640,skill,power
3641,skimpi,weakness
3642,skittish,power
3643,skulk,power
3644,slack,weakness
3645,slander,power
3646,slap,power
3647,slash,power
3648,slaughter,weakness
3649,slave,power
3650,sleazi,power
3651,sleek,weakness
3652,slender,weakness
3653,slight,weakness
3654,slim,weakness
3655,slime,power
3656,sloppili,power
3657,sloppi,power
3658,sloth,power
3659,slow,weakness
3660,slowli,weakness
3661,slowmov,weakness
3662,slug,weakness
3663,sluggish,weakness
3664,slump,weakness
3665,slur,power
3666,sli,power
3667,smack,power
3668,smart,power
3669,smarter,power
3670,smartest,power
3671,smash,weakness
3672,smear,weakness
3673,smell,weakness
3674,smile,power
3675,smite,power
3676,smokescreen,power
3677,smolder,power
3678,smooth,weakness
3679,smother,power
3680,smoulder,power
3681,smug,happiness
3682,smut,power
3683,smuttier,power
3684,smuttiest,power
3685,smutti,power
3686,snare,weakness
3687,snarl,weakness
3688,snatch,weakness
3689,sneak,weakness
3690,sneakili,weakness
3691,sneaki,weakness
3692,sneer,power
3693,snub,power
3694,sob,power
3695,sober,power
3696,socal,power
3697,sociabl,power
3698,soft_spot,happiness
3699,soft-boil,happiness
3700,soften,power
3701,softheart,happiness
3702,softhearted,happiness
3703,softspoken,weakness
3704,solac,power
3705,solemn,weakness
3706,solicit,power
3707,solicitud,power
3708,solid,weakness
3709,solidar,power
3710,somber,sadness
3711,sooth,power
3712,sophist,power
3713,sore,weakness
3714,sorri,power
3715,sorrow,sadness
3716,sorry_for,power
3717,sound,weakness
3718,sour,weakness
3719,spacious,weakness
3720,spade,power
3721,spank,power
3722,spare,weakness
3723,sparkl,weakness
3724,special,weakness
3725,spectacular,power
3726,speedi,weakness
3727,spellbind,power
3728,spill,power
3729,spinster,weakness
3730,spirit,weakness
3731,spiritless,power
3732,spiritu,power
3733,spite,power
3734,spleen,anger
3735,splendid,power
3736,splendor,power
3737,split,weakness
3738,spoil,power
3739,spook,power
3740,spookier,power
3741,spookiest,power
3742,spookili,power
3743,spooki,power
3744,spoonf,power
3745,spoonfe,power
3746,sporad,weakness
3747,spot,weakness
3748,spotless,power
3749,spotti,weakness
3750,spright,power
3751,spur,power
3752,spurious,power
3753,spurn,power
3754,sputter,power
3755,squabbl,power
3756,squander,power
3757,squar,power
3758,squash,power
3759,squirm,power
3760,stab,weakness
3761,stabil,weakness
3762,stabl,weakness
3763,stage_fright,fear
3764,stagger,power
3765,stagnant,weakness
3766,stagnat,power
3767,staid,power
3768,stain,weakness
3769,stainless,weakness
3770,stake,weakness
3771,stale,power
3772,stalem,power
3773,stammer,power
3774,stamp,weakness
3775,stand,weakness
3776,standstil,power
3777,star,power
3778,stark,power
3779,startl,surprise
3780,starvat,weakness
3781,starv,weakness
3782,state,power
3783,static,weakness
3784,statuesqu,power
3785,staunch,power
3786,steadfast,power
3787,steadi,weakness
3788,steal,weakness
3789,steep,weakness
3790,steepli,weakness
3791,stellar,power
3792,stench,power
3793,stereotyp,power
3794,stern,power
3795,stew,power
3796,sticki,weakness
3797,stiff,weakness
3798,stifl,power
3799,stigma,power
3800,stigmat,power
3801,stimul,weakness
3802,sting,anger
3803,stink,power
3804,stir,power
3805,stodgi,power
3806,stoog,power
3807,storm,weakness
3808,stormi,weakness
3809,straggl,weakness
3810,straggler,weakness
3811,straight,weakness
3812,straightforward,power
3813,strain,weakness
3814,strang,power
3815,stranger,fear
3816,strangest,power
3817,strangl,weakness
3818,streamlin,weakness
3819,strenuous,weakness
3820,stress,power
3821,stricken,power
3822,strict,power
3823,stride,weakness
3824,strident,power
3825,strife,power
3826,strike,weakness
3827,stringent,weakness
3828,strive,power
3829,strong,weakness
3830,struggl,power
3831,strut,power
3832,stubborn,power
3833,studious,power
3834,stuffi,power
3835,stumbl,weakness
3836,stump,weakness
3837,stun,surprise
3838,stunt,power
3839,stupefact,surprise
3840,stupefi,surprise
3841,stupend,power
3842,stupid,power
3843,stupifi,power
3844,stupor,power
3845,sturdi,weakness
3846,sti,power
3847,stylish,power
3848,suav,power
3849,subdu,weakness
3850,subject,weakness
3851,subjug,power
3852,sublim,power
3853,submiss,weakness
3854,subordin,weakness
3855,subscrib,weakness
3856,subservi,power
3857,subsid,weakness
3858,substandard,weakness
3859,substanti,weakness
3860,substant,weakness
3861,subtl,weakness
3862,subtract,weakness
3863,subvers,weakness
3864,subvert,weakness
3865,succeed,weakness
3866,success,weakness
3867,succumb,power
3868,sucker,power
3869,suffer,power
3870,suffic,weakness
3871,suffici,weakness
3872,suffoc,power
3873,sugarcoat,power
3874,sugarco,power
3875,suggest,weakness
3876,suicid,weakness
3877,suit,weakness
3878,suitabl,weakness
3879,sulk,power
3880,sulki,anger
3881,sullen,power
3882,sulli,power
3883,sumptuous,power
3884,sunder,power
3885,sunni,weakness
3886,super,power
3887,superb,power
3888,superbl,power
3889,superfici,power
3890,superflu,power
3891,superior,power
3892,superl,power
3893,superstit,power
3894,superstiti,power
3895,support,power
3896,suppos,weakness
3897,suppress,weakness
3898,supremaci,power
3899,suprem,power
3900,supurb,power
3901,supurbl,power
3902,sure,power
3903,surg,power
3904,surmis,power
3905,surmount,power
3906,surpass,power
3907,surpri,surprise
3908,surpris,surprise
3909,surrend,weakness
3910,surviv,weakness
3911,survivor,weakness
3912,suscept,weakness
3913,suspect,weakness
3914,suspen,happiness
3915,suspens,happiness
3916,suspicion,power
3917,suspici,power
3918,sustain,weakness
3919,swagger,power
3920,swamp,power
3921,swear,power
3922,sweep,power
3923,sweet,weakness
3924,sweeten,weakness
3925,sweetheart,happiness
3926,swift,weakness
3927,swindl,power
3928,swipe,power
3929,swoon,weakness
3930,sympathet,power
3931,sympathi,power
3932,sympath,power
3933,symptom,weakness
3934,syndrom,weakness
3935,taboo,power
3936,tact,power
3937,taint,power
3938,talent,power
3939,tamper,weakness
3940,tangl,weakness
3941,tantal,power
3942,tantrum,power
3943,tardi,weakness
3944,tarnish,weakness
3945,tast,weakness
3946,tatter,power
3947,taunt,power
3948,tawdri,power
3949,tax,weakness
3950,tear,sadness
3951,tea,happiness
3952,teas,power
3953,tedious,power
3954,temer,power
3955,temper,weakness
3956,tempest,weakness
3957,tempt,power
3958,temptat,power
3959,tenaci,power
3960,tenac,power
3961,tender,weakness
3962,tens,weakness
3963,tension,weakness
3964,tentat,weakness
3965,tenuous,weakness
3966,tepid,weakness
3967,terribl,weakness
3968,terrif,power
3969,terrifi,fear
3970,terror,fear
3971,terrorgen,power
3972,thank,power
3973,thankless,power
3974,the_green-eyed_monst,anger
3975,thinkabl,power
3976,thirst,power
3977,thirstili,happiness
3978,thorni,power
3979,thorough,weakness
3980,think,power
3981,thoughtless,power
3982,thrash,weakness
3983,threat,weakness
3984,threaten,weakness
3985,thrift,weakness
3986,thrifti,weakness
3987,thrill,power
3988,thrive,weakness
3989,throttl,power
3990,throw,weakness
3991,thumb,weakness
3992,thunderstruck,surprise
3993,thwart,power
3994,tickl,weakness
3995,tidi,power
3996,timehonor,power
3997,time,weakness
3998,timid,power
3999,timor,fear
4000,tingl,power
4001,tini,weakness
4002,tire,power
4003,tired_of,disgust
4004,tiresom,power
4005,titil,happiness
4006,toast,power
4007,togeth,power
4008,toil,power
4009,toler,weakness
4010,toll,weakness
4011,too,weakness
4012,top,surprise
4013,toppl,weakness
4014,torment,power
4015,torrent,power
4016,torrid,power
4017,tortuous,power
4018,tortur,power
4019,totalitarian,weakness
4020,touchi,power
4021,tough,power
4022,toxic,weakness
4023,tradit,weakness
4024,traduc,power
4025,tragedi,weakness
4026,tragic,power
4027,traitor,power
4028,tramp,power
4029,trampl,power
4030,tranc,happiness
4031,tranquil,power
4032,transgress,weakness
4033,trauma,power
4034,traumat,power
4035,travesti,power
4036,treacher,weakness
4037,treacheri,power
4038,treason,power
4039,treasur,power
4040,treat,weakness
4041,tremend,power
4042,trendi,power
4043,trepid,fear
4044,trial,weakness
4045,tribut,power
4046,trick,power
4047,trickeri,power
4048,tricki,power
4049,trim,weakness
4050,triumph,power
4051,triumphal,power
4052,triumphant,power
4053,trivial,power
4054,troubl,power
4055,troublemak,power
4056,troublesom,power
4057,trounc,surprise
4058,truant,weakness
4059,trucul,power
4060,truli,power
4061,trump,power
4062,trumpet,power
4063,trust,power
4064,trustworthi,power
4065,truth,power
4066,tri,weakness
4067,tumultu,weakness
4068,turbul,weakness
4069,turmoil,power
4070,turn_off,disgust
4071,twink,power
4072,twist,weakness
4073,tyrann,sadness
4074,tyranni,power
4075,tyrant,power
4076,ugh,power
4077,ug,fear
4078,ugli,power
4079,ulterior,power
4080,ultim,power
4081,ultimatum,power
4082,ultra,power
4083,ultrahardlin,power
4084,umbrag,anger
4085,unabash,power
4086,unabl,weakness
4087,unaccept,power
4088,unaccustom,weakness
4089,unanim,power
4090,unassail,power
4091,unassert,fear
4092,unattract,power
4093,unauthent,weakness
4094,unavail,weakness
4095,unavoid,weakness
4096,unbear,power
4097,unbeliev,power
4098,unbias,weakness
4099,unbosom,power
4100,unbind,weakness
4101,unbroken,weakness
4102,uncertain,weakness
4103,uncheer,sadness
4104,uncivil,power
4105,unclean,power
4106,unclear,weakness
4107,uncollect,weakness
4108,uncomfort,weakness
4109,uncommon,power
4110,uncompetit,weakness
4111,uncompromis,power
4112,unconcern,power
4113,uncondit,weakness
4114,unconfirm,weakness
4115,unconstitut,weakness
4116,uncontrol,weakness
4117,unconvent,weakness
4118,unconvinc,power
4119,uncouth,power
4120,undaunt,power
4121,undecid,weakness
4122,undefin,weakness
4123,undepend,power
4124,underdog,power
4125,underestim,power
4126,underl,power
4127,undermin,power
4128,underpay,weakness
4129,understand,power
4130,underst,power
4131,undesir,power
4132,undetermin,weakness
4133,undo,weakness
4134,undignifi,power
4135,undisput,weakness
4136,undocu,weakness
4137,undon,weakness
4138,undoubt,power
4139,undu,power
4140,uneas,fear
4141,uneasili,power
4142,uneasi,power
4143,uneconom,weakness
4144,unencumb,weakness
4145,unequ,power
4146,unequivoc,power
4147,uneth,power
4148,uneven,weakness
4149,unev,weakness
4150,unexpect,power
4151,unexplain,weakness
4152,unfair,power
4153,unfaith,power
4154,unfamiliar,weakness
4155,unfavor,power
4156,unfaz,power
4157,unfeel,power
4158,unfett,power
4159,unfinish,weakness
4160,unfit,power
4161,unforeseen,weakness
4162,unforgett,power
4163,unfortun,power
4164,unfound,power
4165,unfriend,power
4166,unfulfil,weakness
4167,unfund,weakness
4168,ungovern,power
4169,ungrat,power
4170,unhappi,sadness
4171,unhappili,sadness
4172,unhealthi,weakness
4173,uniform,weakness
4174,unilater,power
4175,unimagin,power
4176,unimport,power
4177,uninform,weakness
4178,uninsur,weakness
4179,unipolar,power
4180,uniqu,weakness
4181,uniti,weakness
4182,univers,weakness
4183,unjust,power
4184,unjustifi,weakness
4185,unkind,power
4186,unlament,power
4187,unlaw,weakness
4188,unleash,power
4189,unlicens,weakness
4190,unlik,weakness
4191,unlimit,weakness
4192,unlucki,power
4193,unmov,weakness
4194,unnatur,power
4195,unnecessari,weakness
4196,unneed,weakness
4197,unnerv,power
4198,unnot,weakness
4199,unobserv,weakness
4200,unorthodox,power
4201,unorthodoxi,power
4202,unparallel,power
4203,unpleas,power
4204,unpleasantri,power
4205,unpopular,power
4206,unpreced,power
4207,unpredict,weakness
4208,unprepar,weakness
4209,unpretenti,power
4210,unproduct,weakness
4211,unprofit,weakness
4212,unqualifi,power
4213,unquestion,power
4214,unravel,weakness
4215,unrealist,power
4216,unreason,power
4217,unrel,power
4218,unreli,power
4219,unresolv,weakness
4220,unrest,power
4221,unrestrict,weakness
4222,unruli,power
4223,unsaf,weakness
4224,unsatisfactori,weakness
4225,unsavori,power
4226,unscath,weakness
4227,unscrupul,power
4228,unseem,power
4229,unselfish,power
4230,unsettl,power
4231,unskil,weakness
4232,unsophist,power
4233,unsound,power
4234,unspeak,power
4235,unspecifi,weakness
4236,unstabl,weakness
4237,unsteadili,weakness
4238,unsteadi,weakness
4239,unsuccess,weakness
4240,unsupport,weakness
4241,unsur,weakness
4242,unsuspect,power
4243,unsustain,weakness
4244,unten,power
4245,untest,weakness
4246,unthink,power
4247,untim,power
4248,untouch,weakness
4249,untrain,weakness
4250,untru,power
4251,untrustworthi,power
4252,untruth,power
4253,unusu,power
4254,unwant,power
4255,unwarr,power
4256,unwelcom,power
4257,unwieldi,power
4258,unwil,power
4259,unwilling,power
4260,unwis,power
4261,unwork,power
4262,unworri,happiness
4263,unworthi,power
4264,unyield,power
4265,upbeat,power
4266,upbraid,power
4267,upfront,weakness
4268,upgrad,weakness
4269,upheav,power
4270,uphold,power
4271,uplift,power
4272,upright,weakness
4273,upris,weakness
4274,uproar,power
4275,uproari,power
4276,uproot,weakness
4277,upscal,weakness
4278,upset,power
4279,upsid,power
4280,upward,weakness
4281,urg,power
4282,urge_on,happiness
4283,urgenc,power
4284,urgent,weakness
4285,usabl,weakness
4286,use,weakness
4287,useless,weakness
4288,usurp,power
4289,utilitarian,weakness
4290,utmost,power
4291,utter,power
4292,uttermost,power
4293,vagrant,power
4294,vagu,weakness
4295,vain,power
4296,valiant,power
4297,valid,weakness
4298,valor,power
4299,valuabl,power
4300,valu,weakness
4301,vanish,weakness
4302,vaniti,weakness
4303,vanquish,power
4304,vast,weakness
4305,vehement,power
4306,vener,weakness
4307,veng,power
4308,vengeanc,power
4309,venom,power
4310,vent,power
4311,verifi,weakness
4312,verit,power
4313,versatil,weakness
4314,vestig,power
4315,veto,power
4316,vex,power
4317,vexat,power
4318,vexati,anger
4319,viabil,weakness
4320,viabl,weakness
4321,vibrant,power
4322,vice,power
4323,vicious,power
4324,victim,power
4325,victori,weakness
4326,vie,power
4327,vigil,weakness
4328,vigor,weakness
4329,vile,power
4330,vilifi,power
4331,villain,power
4332,villian,power
4333,villifi,power
4334,vindic,power
4335,vindict,power
4336,vintag,weakness
4337,violat,power
4338,violent,weakness
4339,viper,weakness
4340,virtu,power
4341,virtuous,power
4342,virul,power
4343,virus,power
4344,visionari,power
4345,vital,power
4346,vivaci,power
4347,vivid,power
4348,vocal,weakness
4349,vocifer,power
4350,void,weakness
4351,volatil,weakness
4352,voluntarili,weakness
4353,voluntari,weakness
4354,vomit,weakness
4355,vouch,power
4356,vouchsaf,power
4357,vow,power
4358,vulgar,power
4359,vulner,weakness
4360,wail,power
4361,walk_on_air,happiness
4362,wallow,weakness
4363,wane,power
4364,want,power
4365,wanton,power
4366,war,weakness
4367,warfar,weakness
4368,warili,power
4369,wari,power
4370,warlik,power
4371,warm,power
4372,warmheart,happiness
4373,warmhearted,happiness
4374,warmth,weakness
4375,warn,weakness
4376,warp,weakness
4377,warpath,anger
4378,wast,weakness
4379,watchdog,power
4380,wayward,power
4381,weak,weakness
4382,weaken,weakness
4383,wealthi,weakness
4384,weari,weakness
4385,wearisom,power
4386,wedg,weakness
4387,wee,power
